,record_type_code,responsibility_beginning_date,right_to_transact_business_code,secretary_of_state_sos_or_coa_file_number,sos_charter_date,sos_status_code,sos_status_date,taxpayer_address,taxpayer_city,taxpayer_county_code,taxpayer_name,taxpayer_number,taxpayer_organizational_type,taxpayer_state,taxpayer_zip,current_exempt_reason_code,exempt_begin_date,_621111
116,U,2022-02-28T00:00:00.000,A,0804452238,2022-02-28T00:00:00.000,A,2022-02-28T00:00:00.000,3905 WILLIAM SCARBROUGH,SCHERTZ,94,WE HEAR YOU AUDIOLOGY P.C.,32083422066,CP,TX,78154,,,
117,U,2008-01-01T00:00:00.000,A,0801289700,2010-07-01T00:00:00.000,A,2010-07-01T00:00:00.000,3801 W 15TH ST STE 200,PLANO,43,"WOMEN'S SPECIALISTS OF PLANO, PLLC",17524311101,CL,TX,75075,,,
118,U,2023-01-01T00:00:00.000,A,0804795037,2023-01-01T00:00:00.000,A,2023-01-01T00:00:00.000,1103 S JOSEY LN STE 102,CARROLLTON,57,NORTHTEXAS HOLLYWOOD BEAUTY LLC,32087047455,CL,TX,75006,,,
119,U ,2003-02-27T00:00:00.000,A ,0800178029 ,2003-02-27T00:00:00.000,A ,2003-02-27T00:00:00.000,215 S CHURCH ST ,CENTER ,210,BISHOP NASH MINISTRY ,10105505647 ,CN ,TX ,75935 ,19 ,2003-02-27T00:00:00.000,813000 
120,U ,2001-12-21T00:00:00.000,A ,0800039023 ,2001-12-21T00:00:00.000,A ,2001-12-21T00:00:00.000,279 RIVER OAKS DR ,CEDAR CREEK ,11,"AMY KRAUSE, INC. ",10105505969 ,CT ,TX ,78612 ,  ,,522292 
121,V,2020-02-01T00:00:00.000,N,0803524332,2020-02-01T00:00:00.000,F,2023-03-10T00:00:00.000,1510 FASHION ISLAND BLVD STE 300,SAN MATEO,0,LAND LIFE COMPANY USA PBC,32073161690,CF,CA,94404,,,
122,U,2021-12-22T00:00:00.000,A,0804358801,2021-12-22T00:00:00.000,A,2021-12-22T00:00:00.000,12106 CARNFORTH DR,AUSTIN,227,"LINCOLN GENERAL CONTRACTORS, LLC",32082406136,CL,TX,78753,,,
123,U,2019-02-01T00:00:00.000,A,0803226732,2019-02-01T00:00:00.000,A,2019-02-01T00:00:00.000,1500 HODGES RD,POOLVILLE,184,S. SYLVESTER PHOTOGRAPHY LLC,32069636127,CL,TX,76487,,,
124,U,2019-01-07T00:00:00.000,A,0803203294,2019-01-07T00:00:00.000,A,2019-01-07T00:00:00.000,2901 WILCREST DR STE 245,HOUSTON,101,CUE W MULTIMEDIA STUDIO LLC,32069369182,CL,TX,77042,,,
125,U ,2001-11-28T00:00:00.000,A ,0800031337 ,2001-11-28T00:00:00.000,A ,2001-11-28T00:00:00.000,301 QUAIL RUN RD ,MARTINDALE ,28,LONESTAR BADGE & SIGN INC. ,10105513765 ,CT ,TX ,78655 ,  ,,326113 
126,X,2011-07-01T00:00:00.000,A,,,,,1506 LAMAR PL,JONESBORO,0,NITROGEN SOLUTIONS LLC,12739667207,CI,AR,72401,,,
127,U ,2001-12-03T00:00:00.000,A ,0800032535 ,2001-12-03T00:00:00.000,A ,2001-12-03T00:00:00.000,8504 LANDING WAY CT ,FORT WORTH ,220,"TAN 1 ON, INC. ",10105515737 ,CT ,TX ,76179 ,  ,,812199 
128,U,2017-09-11T00:00:00.000,A,0802811204,2017-09-11T00:00:00.000,A,2017-09-11T00:00:00.000,9901 W INTERSTATE 10 STE 777,SAN ANTONIO,15,"AEPL COMPANY, LLC",32064814125,CL,TX,78230,,,
129,U ,2001-12-27T00:00:00.000,A ,0800040312 ,2001-12-27T00:00:00.000,A ,2001-12-27T00:00:00.000,314 COLLEGE ST ,JASPER ,121,"PARTY PERFECT OF TEXAS, INC. ",10105517881 ,CT ,TX ,75951 ,  ,,453220 
130,U,2018-05-23T00:00:00.000,A,0803027291,2018-05-23T00:00:00.000,A,2018-05-23T00:00:00.000,PO BOX 122209,ARLINGTON,220,"PEAK DISTRIBUTION, LLC",32067292527,CL,TX,76012,,,
131,U,2018-11-06T00:00:00.000,A,0803158798,2018-11-06T00:00:00.000,A,2018-11-06T00:00:00.000,909 W SPRING CREEK PKWY,PLANO,43,TEXAS LEGACY GROUP OF ALCOHOLICS ANONYMOUS,32068866022,CN,TX,75023,,,
132,U,2019-12-03T00:00:00.000,A,0803483174,2019-12-03T00:00:00.000,A,2019-12-03T00:00:00.000,18411 WHIPPORWILL LN,FLINT,212,JEFF RAIMER LLC,32072695268,CL,TX,75762,,,
133,U,1981-12-10T00:00:00.000,A,0058855300,1981-12-10T00:00:00.000,A,1981-12-10T00:00:00.000,3535 SANTA FE ST UNIT 18,CORPUS CHRISTI,178,"RUCKER & RUCKER, INC.",17462615604,CT,TX,78411,,,541410
134,U ,2002-01-03T00:00:00.000,A ,0800043115 ,2002-01-03T00:00:00.000,A ,2002-01-03T00:00:00.000,3 COLERIDGE LN ,AUSTIN ,227,"THOMAS W. WILKINSON, CPA, PLLC ",10105518608 ,CL ,TX ,78746 ,  ,,541000 
135,U ,2001-12-07T00:00:00.000,A ,0800034124 ,2001-12-07T00:00:00.000,A ,2001-12-07T00:00:00.000,10210 N CENTRAL EXPY STE 300 ,DALLAS ,57,"PRA GP NO. 2, INC. ",10105519697 ,CT ,TX ,75231 ,  ,,523000 
136,U,2020-12-02T00:00:00.000,A,0803846693,2020-12-02T00:00:00.000,A,2020-12-02T00:00:00.000,21012 HADDINGTON CV,HUTTO,246,ELITE LAWNCARE LLC,32076853442,CL,TX,78634,,,
137,U ,2001-12-28T00:00:00.000,A ,0800040492 ,2001-12-28T00:00:00.000,A ,2001-12-28T00:00:00.000,5400 LBJ FREEWAY_/ 975 ONE LINCOLN CENTR ,DALLAS ,57,"LJB GP, INC. ",10105519945 ,CT ,TX ,75240 ,  ,,"
523000 "
138,U,2018-02-13T00:00:00.000,A,0802934907,2018-02-13T00:00:00.000,A,2018-02-13T00:00:00.000,PO BOX 55066,HOUSTON,84,"MASS3I, LLC",32066243364,CL,TX,77255,,,
139,U,2016-06-17T00:00:00.000,A,0802482989,2016-06-17T00:00:00.000,A,2016-06-17T00:00:00.000,10101 SOUTHWEST FWY STE 200,HOUSTON,101,"BHS TRANSPORT, LLC",32060816769,CL,TX,77074,,,
140,U,2019-08-14T00:00:00.000,A,0803394226,2019-08-14T00:00:00.000,A,2019-08-14T00:00:00.000,6300 W INTERSTATE 40 STE 210,AMARILLO,188,MONCAYO HOLDINGS LLC,32071654910,CL,TX,79106,,,
141,U ,2002-01-04T00:00:00.000,A ,0800043205 ,2002-01-04T00:00:00.000,A ,2002-01-04T00:00:00.000,3621 MCCART AVE ,FORT WORTH ,220,"BLACK HAWK DOOR & WINDOW ENTERPRISES, LLC ",10105525355 ,CL ,TX ,76110 ,  ,,238351 
142,U,2023-03-26T00:00:00.000,A,0804988294,2023-03-26T00:00:00.000,A,2023-03-26T00:00:00.000,12333 SOWDEN RD STE B,HOUSTON,101,JAEGER LEGACY LLC,32089076577,CL,TX,77080,,,
143,U ,2002-01-22T00:00:00.000,A ,0800050865 ,2002-01-22T00:00:00.000,R ,2007-02-06T00:00:00.000,PO BOX 2216 ,SPLENDORA ,170,SPLENDORA YOUTH BASEBALL ASSOCIATION INC. ,10105528797 ,CN ,TX ,77372 ,19 ,2002-01-22T00:00:00.000,  
144,X,2022-01-01T00:00:00.000,U,,,,,PO BOX 1892,DURHAM,0,CLOUDFACTORY USA LLC,32086152074,CI,NC,27702,,,
145,U,2021-05-01T00:00:00.000,A,0804002133,2021-05-01T00:00:00.000,A,2021-05-01T00:00:00.000,3739 W ALESSANO LN,KATY,101,AYAP. TRANSPORT SOLUTIONS LLC,32078552091,CL,TX,77493,,,
146,X,2017-05-10T00:00:00.000,A,,,,,215 CASTRO ST FL 3,MOUNTAIN VIEW,0,WORKATO INC,32067502727,CF,CA,94041,,,541990
147,X,2022-12-09T00:00:00.000,A,,,,,3728 KELVIN AVE,FORT WORTH,220,U.S. HEALTHCARE ASSOCIATES PLLC.,32087009539,CI,TX,76133,,,
148,U,2022-07-02T00:00:00.000,A,0804630728,2022-07-02T00:00:00.000,A,2022-07-02T00:00:00.000,17126 QUAIL GLEN DR,MISSOURI CITY,79,BRI BRAIDED IT LLC,32085287145,CL,TX,77489,,,
149,U ,2002-04-09T00:00:00.000,A ,0800073117 ,2002-04-09T00:00:00.000,A ,2002-04-09T00:00:00.000,300 BYPASS LN STE 206 ,LIVINGSTON ,187,"MEDITRIM OF EAST TEXAS, L.L.C. ",10105545262 ,CL ,TX ,77351 ,  ,,"
621000 "
150,V,2015-12-29T00:00:00.000,A,0802358036,2015-12-29T00:00:00.000,A,2015-12-29T00:00:00.000,4125 N PINE ISLAND RD,SUNRISE,0,"EQYINVEST MELBOURNE OWNER GP, INC",32059166770,CF,FL,33351,,,
151,U ,2002-01-01T00:00:00.000,A ,0800036830 ,2002-01-01T00:00:00.000,A ,2002-01-01T00:00:00.000,PO BOX 340 ,COLLEYVILLE ,220,"HM HOMECARE, INC. ",10105545403 ,CT ,TX ,76034 ,  ,,236000 
152,U ,2001-12-03T00:00:00.000,A ,0800032519 ,2001-12-03T00:00:00.000,A ,2001-12-03T00:00:00.000,PO BOX 866 ,MANVEL ,20,"BJ&J SMALL BUSINESS SERVICES, INC. ",10105546377 ,CT ,TX ,77578 ,  ,,561110 
153,X,2023-01-01T00:00:00.000,U,,,,,9 OVERBROOK RD,PISCATAWAY,0,SUNTUITY RENEWABLES LLC,32089046851,CI,NJ,08854,,,
154,U,2022-02-28T00:00:00.000,A,0804452651,2022-02-28T00:00:00.000,A,2022-02-28T00:00:00.000,4336 MARSH RIDGE RD,CARROLLTON,61,"CWE WILLIS EAST, LLC",32083418957,CL,TX,75010,,,
155,U,2007-02-09T00:00:00.000,A,0800771876,2007-02-09T00:00:00.000,A,2007-02-09T00:00:00.000,1742 W DIVISION ST,ARLINGTON,220,"A & A INSTALLATIONS, INC.",32026100316,CT,TX,76012,,,
156,U,2021-11-14T00:00:00.000,A,0804312061,2021-11-14T00:00:00.000,A,2021-11-14T00:00:00.000,3020 E 17TH ST,AUSTIN,227,EARTH2TRAVIS LLC,32081879960,CL,TX,78702,,,
157,U,2007-10-24T00:00:00.000,A,0800888216,2007-10-24T00:00:00.000,A,2007-10-24T00:00:00.000,18045 W LITTLE YORK RD # 19,KATY,101,"TODAY'S INTEGRATION, INC.",32034000862,CT,TX,77449,,,561621
158,U,2022-03-24T00:00:00.000,A,0804516796,2022-03-24T00:00:00.000,A,2022-03-24T00:00:00.000,3838 OAK LAWN AVE STE 1350,DALLAS,57,"ANCHOR FISHBAR KNOX, LLC",32084000028,CL,TX,75219,,,
159,U,2014-06-22T00:00:00.000,A,0802013767,2014-06-22T00:00:00.000,A,2014-06-22T00:00:00.000,4425 W AIRPORT FWY STE 234,IRVING,57,ITSUTRA INC,32054417343,CT,TX,75062,,,541519
160,U ,2001-10-03T00:00:00.000,A ,0800017718 ,2001-10-03T00:00:00.000,A ,2001-10-03T00:00:00.000,11711 MEMORIAL DR APT 721 ,HOUSTON ,101,CRL BENEFITS GROUP LLC ,10105552631 ,CL ,TX ,77024 ,  ,,"524000
"
161,U ,2002-01-10T00:00:00.000,A ,0800045027 ,2002-01-10T00:00:00.000,A ,2002-01-10T00:00:00.000,6353 BIG OAKS DR ,CONROE ,170,"WELD-OVENS, INC. ",10105556889 ,CT ,TX ,77385 ,  ,,811310 
162,U ,2002-01-11T00:00:00.000,A ,0800046937 ,2002-01-11T00:00:00.000,A ,2002-01-11T00:00:00.000,4412 74TH ST STE B101 ,LUBBOCK ,152,"HIGH COUNCIL OF B'NEI NOAH, INC. ",10105557721 ,CN ,TX ,79424 ,19 ,2002-01-11T00:00:00.000,"
  "
163,U,2015-05-04T00:00:00.000,A,0802212727,2015-05-04T00:00:00.000,R,2020-03-02T00:00:00.000,416 HAWTHORNE ST,HOUSTON,101,"BURNS VAN FLEET, LLC",32057205885,CL,TX,77006,,,
164,V ,2015-01-15T00:00:00.000,A ,0802173819 ,2015-03-13T00:00:00.000,A ,2015-03-13T00:00:00.000,PO BOX 577 ,OAKDALE ,0,"PERFORMANCE PRODUCTS, LLC ",10105562093 ,CI ,CA ,95361 ,  ,,  
165,U,2009-06-25T00:00:00.000,A,0801139764,2009-06-25T00:00:00.000,A,2009-06-25T00:00:00.000,1564 ZAMORA DR,BROWNSVILLE,31,"LK FIELD SERVICES & MORE, LLC",32039797157,CL,TX,78526,,,236118
166,U ,2001-07-23T00:00:00.000,A ,0163659601 ,2001-07-23T00:00:00.000,A ,2001-07-23T00:00:00.000,2021 MCKINNEY AVE STE 1600 ,DALLAS ,57,"SHARE AND CARE COCKAYNE SYNDROME NETWORK, INC. ",10105570369 ,CN ,TX ,75201 ,"
19 ",2001-07-23T00:00:00.000,813000 
167,U,1980-07-11T00:00:00.000,A,0052485001,1980-07-11T00:00:00.000,A,1980-07-11T00:00:00.000,PO BOX 203310,AUSTIN,227,HIGH HOLLOWS OWNERS ASSOCIATION,30005138356,CN,TX,78720,24,1982-05-01T00:00:00.000,
168,U ,2002-03-27T00:00:00.000,A ,0800068799 ,2002-03-27T00:00:00.000,A ,2002-03-27T00:00:00.000,RR 7 BOX 185X30A ,GALVESTON ,84,THE 5500 PROPERTY OWNERS ASSOCIATION ,10105572522 ,CN ,TX ,77554 ,24 ,2002-03-27T00:00:00.000,  
169,U ,2001-11-27T00:00:00.000,A ,0800030425 ,2001-11-27T00:00:00.000,A ,2001-11-27T00:00:00.000,3905 110TH ST ,LUBBOCK ,152,"BAMIS, INC. ",10105573678 ,CT ,TX ,79423 ,  ,,420000 
170,U ,2001-12-07T00:00:00.000,A ,0800033926 ,2001-12-07T00:00:00.000,A ,2001-12-07T00:00:00.000,PO BOX 4606 ,LAGO VISTA ,227,CRYER MANAGEMENT CORP. ,10105575152 ,CT ,TX ,78645 ,  ,,  
171,U ,2008-01-01T00:00:00.000,A ,0800033928 ,2001-12-07T00:00:00.000,A ,2001-12-07T00:00:00.000,PO BOX 4606 ,LAGO VISTA ,227,CRYER LIMITED PARTNERSHIP ,10105575301 ,PL ,TX ,78645 ,  ,,  
172,U ,2001-11-19T00:00:00.000,A ,0800030012 ,2001-11-19T00:00:00.000,A ,2001-11-19T00:00:00.000,5901 WINDRIDGE LN ,FLOWER MOUND ,61,"CARPET MASTERS CLEANING & RESTORATION, INC. ",10105578966 ,CT ,TX ,75028 ,  ,,561740 
173,X,2019-12-06T00:00:00.000,A,,,,,1200 FLORIDA ST,MERCEDES,108,MERCEDES TIGER BAND BOOSTERS,32080185187,AR,TX,78570,19,2019-12-06T00:00:00.000,
174,U,2017-11-02T00:00:00.000,A,0802851174,2017-11-02T00:00:00.000,A,2017-11-02T00:00:00.000,555 BAY VILLAS LN,NAPLES,0,EMILY MORRISON RHOADES LLC.,32065316625,CL,FL,34108,,,
175,V,2021-01-15T00:00:00.000,A,0803898390,2021-01-15T00:00:00.000,A,2021-01-15T00:00:00.000,19726 SWAN VALLEY DR,CYPRESS,101,ROOMAN TRANSPORT LLC,18324498502,CI,TX,77433,,,484121
176,U ,2002-01-01T00:00:00.000,A ,0800041164 ,2002-01-01T00:00:00.000,A ,2002-01-01T00:00:00.000,2225 E RANDOL MILL RD STE 300 ,ARLINGTON ,220,"PDMS DESIGN GROUP, INC. ",10105581549 ,CT ,TX ,76011 ,  ,,"
541310 "
177,U,2023-03-03T00:00:00.000,A,0804953601,2023-03-03T00:00:00.000,A,2023-03-03T00:00:00.000,8207 GLASTONBURY DR,FRISCO,43,"GLOBAL DEFENSE FREIGHT COMPANY, LLC",32088677375,CL,TX,75035,,,
178,U,2014-09-08T00:00:00.000,A,0802059435,2014-09-08T00:00:00.000,R,2022-03-02T00:00:00.000,2608 HUNTINGTON DR,DENTON,61,FOREST RISING LLC,32055103538,CL,TX,76209,,,
179,U,2018-01-15T00:00:00.000,A,0802906892,2018-01-15T00:00:00.000,A,2018-01-15T00:00:00.000,8023 VANTAGE DR STE 680,SAN ANTONIO,15,KENDALL EDUCATIONAL ALLIANCE,32065938337,CN,TX,78230,19,2018-01-15T00:00:00.000,
180,V,2021-03-16T00:00:00.000,N,0803976718,2021-03-16T00:00:00.000,F,2023-03-10T00:00:00.000,16003 ABERDEEN FOREST DR,HOUSTON,101,"VIN WOODS, LLC",32078271106,CI,TX,77095,,,
181,U ,2001-07-03T00:00:00.000,A ,0163392100 ,2001-07-03T00:00:00.000,A ,2001-07-03T00:00:00.000,306 NUECES LN ,AUSTIN ,105,"SMS MILLWORK, INC. ",10105583115 ,CT ,TX ,78737 ,  ,,337110 
182,U ,2002-01-03T00:00:00.000,A ,0800042739 ,2002-01-03T00:00:00.000,A ,2002-01-03T00:00:00.000,8407 MIDDLE CANYON RD ,KATY ,79,TOP WELL SERVICES INC. ,10105586365 ,CT ,TX ,77494 ,  ,,  
183,U,2011-01-31T00:00:00.000,A,0801377717,2011-01-31T00:00:00.000,A,2011-01-31T00:00:00.000,9422 ALVA CT,DALLAS,57,"TDA PARTNERSHIP, LTD.",32043517641,PL,TX,75220,,,
184,U ,2001-10-16T00:00:00.000,A ,0800020652 ,2001-10-16T00:00:00.000,A ,2001-10-16T00:00:00.000,11320 MUECK RD ,NEEDVILLE ,79,"WESTEX IRRIGATION, INC. ",10105593072 ,CT ,TX ,77461 ,  ,,230000 
185,U ,2001-12-04T00:00:00.000,A ,0800033032 ,2001-12-04T00:00:00.000,R ,2008-10-21T00:00:00.000,PO BOX 11665 ,SPRING ,101,"CLASSROOM SUCCESS, INCORPORATED ",10105594815 ,CN ,TX ,77391 ,  ,,519130 
186,U ,2002-01-02T00:00:00.000,A ,0800037850 ,2002-01-02T00:00:00.000,A ,2002-01-02T00:00:00.000,PO BOX 1817 ,ALIEF ,101,"SALES SALVAGE ASSOCIATES, INC. ",10105594872 ,CT ,TX ,77411 ,  ,,524210 
187,V ,2001-12-20T00:00:00.000,A ,0800038859 ,2001-12-20T00:00:00.000,A ,2001-12-20T00:00:00.000,PO BOX 240130 ,SAN ANTONIO ,15,"ZACHRY EXPLORATION, LLC ",10105595036 ,CI ,TX ,78224 ,  ,,  
188,U,2020-10-12T00:00:00.000,A,0803796398,2020-10-12T00:00:00.000,A,2020-10-12T00:00:00.000,211 BAKER RD UNIT 142,BARKER,101,AMAL HOME LOANS LLC,32076260283,CL,TX,77413,,,
189,X,2021-01-01T00:00:00.000,U,,,,,2716 CLUBLAKE TRL,MCKINNEY,43,LAYERED,32080478384,AF,TX,75072,,,
190,U,2020-11-23T00:00:00.000,A,0803838236,2020-11-23T00:00:00.000,A,2020-11-23T00:00:00.000,700 N PEARL ST STE 1900 ATTN: MIKE FRANK,DALLAS,57,OUTPOST 19 LLC,32076779399,CL,TX,75201,,,
191,V,2022-11-03T00:00:00.000,A,0804795859,2022-11-03T00:00:00.000,A,2022-11-03T00:00:00.000,5950 BERKSHIRE LN STE 200,DALLAS,57,WOLFE EASTON LLC,32087040963,CI,TX,75225,,,
192,U ,2001-12-14T00:00:00.000,"A
",0800036497 ,2001-12-14T00:00:00.000,A ,2001-12-14T00:00:00.000,"1780 MIDWAY RD C/O  JOSEPH ANGELONE, PRE ",LEWISVILLE ,61,"AMERICAN LANDSCAPE SYSTEMS, INC. ",10105598642 ,CT ,TX ,75056 ,  ,,541000 
193,U,1995-04-20T00:00:00.000,A,0135335901,1995-04-20T00:00:00.000,A,1995-04-20T00:00:00.000,PO BOX 704,COLUMBUS,45,"FRELSBURG BAPTIST CHURCH, FRELSBURG, TEXAS",30117776317,CN,TX,78934,04,1995-04-20T00:00:00.000,
194,U ,2002-01-01T00:00:00.000,A ,0800041195 ,2002-01-01T00:00:00.000,A ,2002-01-01T00:00:00.000,3100 W 7TH ST STE 420 ,FORT WORTH ,220,"KEARNEY WYNN, A TEXAS PROFESSIONAL CORPORATION ",10105600414 ,CP ,TX ,76107 ," 
",,541110 
195,X,2022-01-01T00:00:00.000,U,,,,,111 EXECUTIVE CENTER DR STE 228,COLUMBIA,0,"MEDEXPRESS PHARMACY, LTD.",32088670420,PF,SC,29210,,,
196,U ,2001-12-21T00:00:00.000,A ,0800038886 ,2001-12-21T00:00:00.000,A ,2001-12-21T00:00:00.000,3440 EASTEX FWY ,BEAUMONT ,123,"EDGAR, KIKER & CROSS, PC ",10105600570 ,CP ,TX ,77703 ,  ,,541211 
197,U,2004-06-09T00:00:00.000,A,0800351668,2004-06-09T00:00:00.000,A,2004-06-09T00:00:00.000,5920 BELLFLOWER DR,MCKINNEY,43,WOMEN PRAYING FOR CHRIST,18303987475,CN,TX,75071,19,2004-06-09T00:00:00.000,
198,V,2021-10-01T00:00:00.000,N,0804262421,2021-10-01T00:00:00.000,F,2023-03-10T00:00:00.000,945 BERKSHIRE BLVD STE 100,WYOMISSING,0,CONSTANT STAFFING LLC,32081305024,CI,PA,19610,,,561320
199,U ,2008-01-01T00:00:00.000,A ,0800036554 ,2001-12-14T00:00:00.000,R ,2011-11-16T00:00:00.000,4610 S R L THORNTON FWY ,DALLAS ,57,"OAK CLIFF HOSPITALITY, L.P. ",10105603723 ,PL ,TX ,75224 ,  ,,  
200,U,2021-06-05T00:00:00.000,A,0804097012,2021-06-05T00:00:00.000,A,2021-06-05T00:00:00.000,10206 SPICEWOOD MESA,AUSTIN,227,BATCITY INVESTING LLC,32079549278,CL,TX,78759,,,
201,V ,2008-08-01T00:00:00.000,A ,0801654460 ,2012-09-13T00:00:00.000,A ,2012-09-13T00:00:00.000,1025 BUSCH PKWY ,BUFFALO GROVE ,0,"MNJ TECHNOLOGIES DIRECT, INC ",10105605181 ,CF ,IL ,60089 ,  ,,  
202,U ,2001-12-17T00:00:00.000,A ,0800041365 ,2001-12-17T00:00:00.000,A ,2001-12-17T00:00:00.000,224 HASKELL DR ,GARLAND ,57,"Q P W, INC. ",10105605512 ,CT ,TX ,75040 ,  ,,441310 
203,U,2022-11-03T00:00:00.000,A,0804801732,2022-11-03T00:00:00.000,A,2022-11-03T00:00:00.000,12000 W PARMER LN,CEDAR PARK,227,THE COVE IN CEDAR PARK  LLC,32087057249,CL,TX,78613,,,
204,U,1984-10-01T00:00:00.000,A,0072271600,1984-10-01T00:00:00.000,A,1984-10-01T00:00:00.000,6440 N CENTRAL EXPY STE 416,DALLAS,57,"NDK, INC.",17519944999,CT,TX,75206,,,423940
205,U ,2001-12-12T00:00:00.000,A ,0800035739 ,2001-12-12T00:00:00.000,A ,2001-12-12T00:00:00.000,33 MEYER RD ,HUFFMAN ,101,"EMERY-WALL DECORATING, INC. ",10105609795 ,CT ,TX ,77336 ,  ,,238320 
206,X ,2004-01-01T00:00:00.000,U ,  ,,  ,,PO BOX 1673 ,PACIFIC PLSDS ,0,SUNNYSIDE BIOMEDICAL LLC ,10105609910 ,CI ,CA ,90272 ,  ,,  
207,U ,2001-12-17T00:00:00.000,A ,0801657299 ,2012-09-19T00:00:00.000,A ,2012-09-19T00:00:00.000,4607 FOREST HILL CIR ,FOREST HILL ,220,"AIR BALANCING COMPANY, INC. ",10105610702 ,CT ,TX ,76140 ,  ,," 
"
208,V,2021-05-05T00:00:00.000,N,0804052736,2021-05-05T00:00:00.000,F,2023-03-10T00:00:00.000,1002 FAIR OAKS DR,GARLAND,57,"COX-ZAPIEN CONSTRUCTION, LLC",32079097013,CI,TX,75040,,,
209,U,2019-02-06T00:00:00.000,A,0803229308,2019-02-06T00:00:00.000,A,2019-02-06T00:00:00.000,1041 BAYPORT DR,LANCASTER,57,PROFIX COLLISION CENTER LLC,32069665985,CL,TX,75134,,,
210,X ,2009-01-01T00:00:00.000,A ,  ,,  ,,2202 TREASURE HILLS BLVD ,HARLINGEN ,31,RIVERSIDE CONDOMINIUMS HOMEOWNERS ASSOCIATION ,10105620040 ,AR ,TX ,78550 ,  ,,  
211,U ,2001-12-17T00:00:00.000,A ,0800037005 ,2001-12-17T00:00:00.000,A ,2001-12-17T00:00:00.000,PO BOX 85 ,WEIR ,246,"KALINA INDUSTRIAL SERVICES, INC. ",10105620693 ,CT ,TX ,78674 ,  ,,811310 
212,U,1981-06-22T00:00:00.000,A,0056703600,1981-06-22T00:00:00.000,A,1981-06-22T00:00:00.000,119 N HARRIS ST,BELLVILLE,8,"L & L LEASING, INC.",30005818676,CT,TX,77418,,,
213,U ,2001-12-12T00:00:00.000,A ,0800035740 ,2001-12-12T00:00:00.000,A ,2001-12-12T00:00:00.000,5536 STONEGATE RD ,DALLAS ,57,COLUMBIA 27 PARTNERS L.L.C. ,10105620958 ,CL ,TX ,75209 ,  ,,  
214,V ,2002-02-25T00:00:00.000,A ,0800064170 ,2002-02-25T00:00:00.000,F ,2006-02-10T00:00:00.000,13831 QUAIL POINTE DR ,OKLAHOMA CITY ,0,QC WELL SERVICE LLC ,10105621337 ,CI ,OK ,73134 ,  ,,"210000
"
215,U ,2001-06-15T00:00:00.000,A ,0709109522 ,2001-06-15T00:00:00.000,A ,2001-06-15T00:00:00.000,PO BOX 10972 ,SAN ANTONIO ,15,"STROKERS SPORTS BAR, L.L.C. ",10105621402 ,CL ,TX ,78210 ,  ,,722410 
216,U ,2001-06-15T00:00:00.000,A ,0709109622 ,2001-06-15T00:00:00.000,A ,2001-06-15T00:00:00.000,703 ROOSEVELT AVE ,SAN ANTONIO ,15,"BALSA, L.L.C. ",10105621592 ,CL ,TX ,78210 ,  ,,722410 
217,U,2023-03-23T00:00:00.000,A,0804985139,2023-03-23T00:00:00.000,A,2023-03-23T00:00:00.000,825 WATTERS CREEK BLVD STE 250-4588,ALLEN,43,ZOZO SIGN LLC,32089038411,CL,TX,75013,,,
218,U,2017-05-01T00:00:00.000,A,0802711578,2017-05-01T00:00:00.000,R,2020-03-11T00:00:00.000,7206 PETRA LN,RICHMOND,79,"GARZA INDUSTRIES, LLC",32063616661,CL,TX,77469,,,
219,U,2020-09-17T00:00:00.000,A,0803765356,2020-09-17T00:00:00.000,A,2020-09-17T00:00:00.000,5001 WESTRIDGE AVE,FORT WORTH,220,"MOYES BIG GAME, LP",32075943863,PL,TX,76116,,,
220,U,2015-02-17T00:00:00.000,A,0802158065,2015-02-17T00:00:00.000,A,2015-02-17T00:00:00.000,13059 TALL GRASS TRL,FRISCO,43,AKTECH LIMITED LIABILITY COMPANY,32056446530,CL,TX,75035,,,
221,U ,2001-12-18T00:00:00.000,A ,0800041538 ,2001-12-18T00:00:00.000,R ,2013-01-08T00:00:00.000,PO BOX 1608 ATTN:MICHAEL SCHNEIDER ,GIDDINGS ,144,"L&M DRYWALL, INC. ",10105627151 ,CT ,TX ,78942 ,  ,,"
238312 "
222,U ,2001-12-17T00:00:00.000,A ,0800041009 ,2001-12-17T00:00:00.000,A ,2001-12-17T00:00:00.000,3044 OLD DENTON RD STE 300 ,CARROLLTON ,61,"GLORDY & K., INC. ",10105627227 ,CT ,TX ,75007 ,  ,,"812320
"
223,U,2017-02-08T00:00:00.000,A,0802649706,2017-02-08T00:00:00.000,A,2017-02-08T00:00:00.000,500 CHRIS KELLEY BLVD APT 4301,HUTTO,246,DLB ELECTRICAL ENGINEERING & FACILITY MGNT LLC,32062861417,CL,TX,78634,,,
224,U ,2002-01-04T00:00:00.000,A ,0800042759 ,2002-01-04T00:00:00.000,A ,2002-01-04T00:00:00.000,320 COUNTY ROAD 2152 ,NACOGDOCHES ,174,"KENNETH RODRIGUES, CPA, P.C. ",10105630882 ,CP ,TX ,75965 ,  ,,"
541211 "
225,U,2006-07-01T00:00:00.000,A,0803705343,2020-07-30T00:00:00.000,A,2020-07-30T00:00:00.000,802 E OWASSA RD,EDINBURG,108,AAA DOCK & DOOR SYSTEMS LLC,32019865339,CL,TX,78542,,,238990
